id_1636,id_1808,address,id_frick,confidence,mention_1636,mention_1639,mention_1645,material,jurisdiction,note_id,floors,rooms,heated_rooms,chambers,hallways,kitchens,basements,stables,baths,breweries,bakeries,warehouses,stores,inns,other_rooms,owner_profession_raw,renter_profession_raw,guest_profession_raw,title_lt,occupant_profession,occupant_title,occupant_title_region,occupant_title_rank,guest,guest_region,guest_group,source_lt
607,,,66.03,,1,,1,1,1,,1,3,0,1,0,0,0,0,0,1,0,0,0,0,,ginklininkas?,?,?,Ginklininko Petro Sobolevskio namas,ginklininkas,,,,?,,,"[Ginklininko] Petro Sobolevskio (Sobolewski) [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame trys kambariai, alkoholio darykla, kamarėlė daiktams susidėti. Prieš tai niekas nebuvo apsistojęs, nes nebuvo pastatytas, dabar pagal prievolę apsigyveno Rejaus tarnai."
608,,,66.04,,1,,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,batsiuvys,—,—,Batsiuvio Jokūbo Jaraškevičiaus namas,batsiuvys,,,,—,,,"[Batsiuvio ?] Jokūbo Jaraškevičiaus (Jeraszkiewicz, Jaroskiewicz) [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame vienas kambarėlis, niekas neapsistojo. Užrašyta LDK maršalui [Kristupui Veselovskiui]."
609,,,66.05,,1,,1,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,žvejys,—,—,Žvejo Jono namas,žvejys,,,,—,,,"Žvejo Jono [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame vienas kambarys, priešais kamara. Prieš tai niekas nebuvo apsistojęs, nes namas naujai pastatytas. Dabar taip pat niekas neapsigyveno, nes nėra kur."
610,,,66.06,,1,1,1,1,1,,1,1,0,0,0,0,1,0,0,1,0,0,0,0,,stiklius,—,—,Stikliaus Jokūbo Kozlovskio namas,stiklius,,,,—,,,"Stikliaus Jokūbo (?) Kozlovskio (?) (Kozłowski) [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame vienas kambarys, rūsys, alkoholio darykla. Prieš tai niekas nebuvo apsistojęs ir dabar niekas, nes nėra kur."
611,,,66.07,,1,,1,1,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,?,?,valdovo sekretorius,Damijono Fedorovičiaus namas,,,,,sekretorius,valdovo,dvaro,"Damijono Fedorovičiaus (Fiedorowicz, Chwiedorowicz) [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame vienas kambarys, pirtis. Prieš tai niekas nebuvo apsistojęs, dabar paskirta valdovo sekretoriui Bžozovskiui (Brzozowski)."
612,,,66.08,,1,1,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,[statomas],audėjas,?,Rygos seniūnas,Audėjo Pranciškaus namas,audėjas,,,,seniūnas,Rygos,žemietija,"Audėjo Pranciškaus [medinis] namas, cerkvės žemėje, priklauso miesto jurisdikai. Jame vienas kambarys, iš galinės namo pusės dar stato. Prieš tai niekas nebuvo apsistojęs, o dabar paskirta Rygos seniūnui [Andriejui Stanislovui Sapiegai]."
613,,,66.09,,1,,1,2,1,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,darželis,iždo viceinstigatoriaus tarnas,?,—,Tarno Jono Lebedzevskio mūrnamis,tarnas,,,,—,,,"Nedidelis iždo viceinstigatoriaus tarno Jono Lebedzevskio (Lebiedziewski) mūrnamis, cerkvės žemėje, priklauso miesto jurisdikai. Jo viršuje kambarys, apačioje sandėlis, dar yra darželis. Prieš tai niekas nebuvo apsistojęs ir dabar niekas neapsigyveno, kadangi pats tarnavo kare su Maskva su balta vėliava su Šmelingu (Szmeling)."
614,,,67.01,,1,,1,2,1,,1,4,0,0,0,0,2,6,0,1,1,1,0,0,,?,?,Karūnos maršalo raštininkas, Jono Timinskio mūrnamis,,,,,maršalo raštininkas,Karūnos,ministrai,"Nedidelis Jono Timinskio (Tymiński) mūrnamis, cerkvės žemėje, priklauso miesto jurisdikai. Jame keturi kambariai, kepykla, sandėlis, du rūsiai, alkoholio darykla, gale arklidė šešiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, nes nebuvo mūrinio [pastato], [nors] buvo paskirta LDK maršalui. Dabar apsigyveno Karūnos maršalo [Luko Opalinskio] raštininkas."
615,,,67.02,,1,,1,2,1,,1,2,0,1,0,0,2,0,0,1,0,0,0,0,,tapytojas,?,karalaitė,Tapytojo Jono Liateckio mūrnamis,,,,,karalaitė,,šeima,"Nedidelis [tapytojo] Jono Liateckio (Latecki) mūrnamis, cerkvės žemėje, priklauso miesto jurisdikai. Jame du kambariai, kamara daiktams susidėti, du rūsiai, alkoholio darykla. Prieš tai niekas nebuvo apsistojęs. Dabar palikta karalaitei [Onai Kotrynai Konstancijai]."
616,,,68.01,,1,,1,1,1,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,?; ?,?,valdovo siuvėjas,Ambraziejaus ir Bočilovskio namas,,,,,siuvėjas,valdovo,dvaro,"[Medinis] namas. Pusė jo priklauso Ambraziejaus našlei (Ambrozeiewiczowa), Švč. Trejybės cerkvės žemėje, priklauso miesto jurisdikai, joje vienas kambarys. Kita pusė Jurgio Bočilovskio (Boczyłowski), taip pat Švč. Trejybės cerkvės žemėje, priklauso miesto jurisdikai, joje vienas kambarys, priešais kamara. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta valdovo siuvėjui Stanislovui."
617,,,68.02,,1,,,2,1,,1,4,0,2,0,0,2,1,0,1,1,0,0,0,,siuvėjai,?,—,Siuvėjų brolijos mūrnamis,siuvėjas,,,,—,,,"Siuvėjų brolijos [cecho] mūrnamis, jį nuomoja Stanislovas Miodovičius (Miodowicz), miesto žemėje, priklauso miesto jurisdikai. Jame keturi kambariai, du iš jų su kamaromis, du rūsiai, alkoholio darykla, kepykla, nedidelė arklidė vienam arkliui laikyti. Prieš tai niekas nebuvo apsistojęs ir dabar niekas neapsigyveno."
618,80d?,Bokšto 3?,69.01,,1,,,1,1,,1,3,0,1,0,0,1,2,0,1,0,1,0,0,,batsiuviai,?,tribunolo raštininkai,Batsiuvių brolijos namas,batsiuvys,,,,tribunolo raštininkas,,tribunolas,"Batsiuvių brolijos [cecho] [medinis namas], jį nuomoja Erazmas Borovičius (Borowicz), miesto žemėje, priklauso miesto jurisdikai. Jame trys kambariai, kamara, vienas sandėlis, vienas rūsys, alkoholio darykla, pašiūrė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę apsigyveno Tribunolo raštininkai."
619,,,69.02,,1,,,1,1,,1,5,0,1,0,0,3,5,1,1,1,1,0,0,,?,?,LDK arklidininko tarnai (anksčiau: deputatas),Elijo Simonovičiaus namas,,,,,arklidininkas,LDK,rūmų,"Elijo Simonovičiaus (Simonowicz) [medinis] namas, miesto žemėje, priklauso miesto jurisdikai. Jame penki kambariai, iš jų vienas su kamara, sandėlis, du rūsiai, trečias [rūsys] iš gatvės pusės, alkoholio darykla, kepykla, pirtis, arklidė trims arkliams, pašiūrė dviem arkliams laikyti. Prieš tai buvo apsistojęs deputatas, dabar apsigyveno LDK arklidininko [Jono Kazimiero Chodkevičiaus] tarnai."
620,94d,Bokšto 6d,69.03,,1,,1,2,1,,1,4,0,0,0,0,2,4,0,1,0,1,0,0,,maišadirbys (sūnus),?,karalaičio dvariškiai (anksčiau: deputatas),Henriko Tucho mūrnamis,maišadirbys,,,,dvariškiai,karalaičio,šeima,"Priešais [kitoje gatvės pusėje] maišadirbio sūnaus Henriko [Tucho] mūrnamis, jį nuomoja Jonas Koprovičius (Koprowicz), miesto žemėje, priklauso miesto jurisdikai. Jame keturi kambariai, sandėlis, du rūsiai, alkoholio darykla, arklidė keturiems arkliams laikyti. Prieš tai buvo apsistojęs deputatas, dabar paskirta karalaičio [Jono Kazimiero] dvarui."
621,76d?,,69.04,,1,,,2,1?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[prašmatnus],?,?,—,Golovčinskienės mūrnamis,,,,,—,,,"Priešais [kitoje gatvės pusėje] Golovčinskienės (Hołowczyńska) mūrnamis, dabar [priklauso] Podbereskienei (Podberecka), prašmatnus ir [papildomai] primūrytas."
622,76d?,,69.05,,1,,,2,1?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Smolensko vaivada,?,—,Smolensko vaivados Gosievskio mūrnamis,,vaivada,Smolensko,senatas,—,,,"Priešais [kitoje gatvės pusėje] Smolensko vaivados [Aleksandro] Gosievskio mūrnamis, šalia jo nemažas kiemas."
[38 vartai],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,94d,Bokšto 6d,69.06,,1,1,,2,3,dalis galbūt paminėta atskirai kaip 643?,2,5,0,0,0,0,1,0,0,0,0,0,0,0,[statomas],valdovo dvariškis,?,—,Dvariškio Dovydo Šveikovskio namas,,dvariškis,valdovo,dvaro,—,,,"Valdovo dvariškio [Dovydo] Šveikovskio [medinis] namas, priklauso pilies jurisdikai. Jame du kambariai. [Posesijos] gale stovi mūrnamis. Jo viršuje du kambarėliai, dar nebaigti, apačioje kambarys, rūsys. Prieš tai pats buvo apsistojęs ir dabar turi apsigyventi."
624,81d?,,69.07,,1,,,1,1?,,1?,?,0,0,0,0,0,0,0,0,0,0,0,0,[tuščias gyvenamas sklypas],Vilniaus kašteliono kalvis,—,—,Kalvio sklypas,kalvis,,,,—,,,"Priešais [kitoje gatvės pusėje] tušti sklypai, kur gyvena Vilniaus kašteliono [Alberto Vladislovo Radvilos] kalvis."
625,94d,Bokšto 6d,69.07,,1,1,,2,3,,1,5,0,1,0,0,2,6,0,1,1,2,0,0,,?,?,Vilniaus kaštelionas,Zalevskio mūrnamis,,,,,kaštelionas,Vilniaus,senatas,"Zalevskio (Zaliwski, Zalewski) mūrnamis, priklauso pilies jurisdikai. Jame penki kambariai, vienas iš jų su kamara, du mūriniai sandėliai, du rūsiai, alkoholio darykla, kepykla be krosnies, arklidė šešiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, o dabar Vilniaus kaštelionui [Albertui Vladislovui Radvilai] paskirta."
626,82?,,69.08,,1,,1,1,1,,1,2,0,0,0,0,1,2,0,1,0,0,0,0,kalvė,kalvis,?,valdovo šikšnius,Kalvio Jono Petravičiaus namas,kalvis,,,,šikšnius,valdovo,dvaro,"Priešais [kitoje gatvės pusėje] kalvio Jono Petravičiaus (Piotrowicz) [medinis] namas, priklauso miesto jurisdikai. Jame du kambariai, kalvė, rūsys, alkoholio darykla, pašiūrė dviem arkliams laikyti. Prieš tai buvo apsistojęs valdovo šikšnius, ir dabar tam pačiam paskirta."
627,56?,,69.09,,1,,1,1,1,,1,5,0,0,0,0,1,6,0,1,0,0,0,0,,siuvėjas,?,valdovo tarnautojas,Siuvėjo Filono Eustafevičiaus namas,siuvėjas,,,,tarnautojas,valdovo,dvaro,"Siuvėjo Filono Eustafevičiaus (Eustafiewicz) [medinis] namas, priklauso miesto jurisdikai. Jame penki kambariai, vienas rūsys, alkoholio darykla, arklidė šešiems arkliams laikyti. Prieš tai buvo apsistojęs deputatas, dabar valdovo tarnautojas Dobrosiolovskis (Dobrosiołowski) apsigyveno."
628,93?,Bokšto 8?,69.10,,1,1,,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Brastos vaivados sūnus / valdovo dvariškis,?,—,Dvariškio Antano Tiškevičiaus mūrnamis,,dvariškis,valdovo,dvaro,—,,,"Priešais [kitoje gatvės pusėje] buvusio Lydos pakamario [Aleksandro] Tryznos, o dabar Brastos vaivados sūnaus valdovo dvariškio [Antano] Tiškevičiaus mūrnamis. Priklauso pilies jurisdikai, turi pats [šeimininkas] apsigyventi."
629,,,69.11,,1,,,1,3,,1,9,0,0,0,0,2,0,0,1,1,1,0,0,,?,?,Vilniaus kaštelionas (anksčiau: valdovo balnius),Elijo Zenkevičiaus namas,,,,,kaštelionas,Vilniaus,senatas,"Elijo Zenkevičiaus (Zienkiewicz) [medinis] namas, toje pačioje [gatvės] pusėje, priklauso pilies jurisdikai. Jame devyni kambariai, kepykla, alkoholio darykla, sandėlis, du rūsiai. Prieš tai buvo apsistojęs valdovo balnius, o dabar paskirta Vilniaus kaštelionui [Albertui Vladislovui Radvilai]."
630,,,69.12,,1,,1,1,1,,1,5,0,1,0,0,1,0,1,1,1,0,0,0,pašiūrė vežimams,šikšnius,?,tribunolo deputatai,Šikšniaus Jono Medzelskio namas,šikšnius,,,,tribunolo deputatas,,tribunolas,"Šikšniaus Jono Medzelskio (Miedzialski) [medinis], toje pačioje [gatvės] pusėje, priklauso miesto jurisdikai. Jame penki kambariai, kamara, priešais vienas rūsys, alkoholio darykla, pirtis, kepykla, pašiūrė vežimams [sustatyti]. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Tribunolo deputatams."
631,,,69.13,,1,,1,1,3?,,1,6,0,2,0,0,0,6,0,0,1,0,0,0,,bajoras,batsiuvys,Karūnos pakamario tarnai,Jeronimo Zahorskio namas,bajoras,,,,pakamaris,Karūnos,rūmų,"Jeronimo Zahorskio (Zachorski) [medinis] namas, bajoriška nuosavybė, nuomoja batsiuvys Steponas Klanovskis (Klanowski). Jame šeši kambariai, iš jų du su kamaromis, arklidė šešiems arkliams laikyti, kepykla. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Karūnos pakamario [Adomo Kazanovskio] tarnams."
632,,,69.14,,1,,1,2,1,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[erdvus],valdovo dvariškis,?,—,Dvariškio Grigaliaus Judickio mūrnamis,,dvariškis,valdovo,dvaro,—,,,"Valdovo dvariškio [Grigaliaus] Judickio (Judycki) mūrnamis, gana erdvus, priklauso miesto jurisdikai."
633,87,,69.15,2,1,1,,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[nemažai kambarių],Vilniaus žemės teismo raštininkas,?,—,Raštininko Jono Kolendos mūrnamis,raštininkas,,,,—,,,"Toje pačioje pusėje [Vilniaus] žemės [teismo] raštininko [Jono] Kolendos (Kolenda) mūrnamis, jame nemažai kambarių, priklauso pilies jurisdikai."
634,,,69.16,,1,,,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Rygos seniūnas / valdovo dvariškis,?,—,Rygos seniūno Sapiegos mūrnamis,,seniūnas,Rygos,žemietija,—,,,"Tuščias Rygos seniūno, valdovo dvariškio [Andriejaus Stanislovo] Sapiegos mūrnamis, priklauso pilies jurisdikai."
635,,,69.17,,1,,,1,1,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,Ašmenos žemės pateisėjas,?,tribunolo deputatai,Pateisėjo Jono Kierdejaus namas,,pateisėjas,Ašmenos žemės teismo,žemės teismas,tribunolo deputatas,,tribunolas,"Pjaustytojo Vasilijaus [medinis] namas, priklauso miesto jurisdikai. [Dabar] namą nupirko Ašmenos žemės [teismo] raštininkas [Jonas Radziminovičius] Kierdejus. Jame vienas kambarys, kepykla. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Tribunolui."
636,,,69.18,,1,1,,1,1,,1,3,0,0,0,0,0,3,0,0,0,0,0,0,,Ašmenos žemės pateisėjas,?,—,Pateisėjo Jono Kierdejaus namas,,pateisėjas,Ašmenos žemės teismo,žemės teismas,—,,,"Ašmenos žemės pateisėjo Jono Kierdejaus [medinis] namas, priklauso miesto jurisdikai. Jame trys kambariai, pašiūrė trims arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar pats turi apsigyventi."
637,,,69.19,,1,,1,1,1,,1,2,0,1,0,0,0,0,0,1,1,0,0,0,sodelis,bajoras,?,tribunolo deputatai,Rosochackio namelis,bajoras,,,,tribunolo deputatas,,tribunolas,"Rosochackio [medinis] namelis, bajoriška nuosavybė, jį nuomoja Elijas Sakovičius. Priklauso miesto jurisdikai. Jame du kambariai, kamara daiktams susidėti, kepykla, alkoholio darykla, sodelis, gale pastatai apleisti. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Tribunolo deputatams."
638,,,70.01,,1,,,1,1,,1,3,0,1,0,0,2,11+,1,1,1,0,0,0,svirnas; raugykla,?,?,LDK kancleris,Jurgio Lango namas,,,,,kancleris,LDK,ministrai,"Jurgio Lango [medinis] namas, priklauso miesto jurisdikai. Jame trys kambariai, iš jų vienas su kamara, du rūsiai, alkoholio darykla, pirtis, svirnas, pašiūrė keliolikai arklių laikyti, kepykla, raugykla. Prieš tai niekas nebuvo apsistojęs, nes nebuvo jokio pastato, dabar pagal prievolę paskirta LDK kancleriui [Albertui Stanislovui Radvilai]."
639,,,70.02,,1,,1,2,1,,2,3,0,0,0,0,1,6,0,0,1,1,0,0,sodelis,bajoras,?,LDK kancleris (anksčiau: Kauno vėliavininkas),Andriejaus Žebrovskio mūrnamis,bajoras,,,,kancleris,LDK,ministrai,"Nedidelis Andriejaus Žebrovskio (Żebrowski) mūrnamis, priklauso miesto jurisdikai. Jame du kambariai, viršuje nebaigtas, sandėlis, rūsys, kepykla, sodelis, pašiūrė šešiems arkliams laikyti. Prieš tai buvo apsistojęs [Kauno vėliavininkas Jonas] Dzevaltovskis, kadangi jam pačiam priklausė sklypas, dabar paskirta LDK kancleriui [Albertui Stanislovui Radvilai]."
640,,,70.03,,1,,,2,3,,1,3,1,0,0,0,2,11+,0,0,1,1,0,0,,Kauno vėliavininkas (našlė),?,?,Jono Dzevaltovskio našlės mūrnamis,,vėliavininkas,Kauno,žemietija,?,,,"[Kauno vėliavininko Jono] Dzevaltovskio našlės mūrnamis, priklauso pilies jurisdikai. Jame trys kambariai su šildomu kambariu, vienas sandėlis, du rūsiai, kepykla, arklidė keliolikai arklių laikyti. Prieš tai pats [šeimininkas] buvo apsistojęs, dabar Dzevaltovskienės žentas Valavičius apsigyveno. Privilegijos dokumentų neparodė."
641,83?,Bokšto 17?,70.04,4,1,1,,2,3?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,"[prašmatnus, nemažas]",LDK pakancleris (našlė),?,—,LDK pakanclerienės Sapiegienės dvaras,,pakancleris,LDK,ministrai,—,,,"Prašmatnus LDK pakanclerienės [Sofijos] Sapiegienės dvaras, užima nemažą plotą. Prie jo Šv. Kozmo ir Damijono cerkvė."
,,Šv. Kozmo ir Damijono cerkvė,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,
642,,,70.05,4,1,,,1,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Naugarduko vaivados sūnus / valdovo dvariškis,?,—,Dvariškio Tomo Sapiegos namas,,vaivada,Naugarduko,senatas,—,,,"Už cerkvės, nedideliame skersgatvyje, Naugarduko vaivados [Mikalojaus Sapiegos] sūnaus, valdovo dvariškio Tomo Sapiegos [medinis] namas, priklauso pilies jurisdikai."
643,,,70.06,4,1,,,2,3?,galbūt anksčiau minimas 623?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[erdvus; dveji vartai],valdovo dvariškis,?,—,Dvariškio Dovydo Šveikovskio mūrnamis,,dvariškis,valdovo,dvaro,—,,,"Priešais, tame pačiame skersgatvyje, valdovo dvariškio [Dovydo] Šveikovskio mūrnamis, gana erdvus, į jį veda dveji vartai."
644,55d?,Bokšto 15?,70.07,3,1,,,2,1,,1,3,0,0,0,0,1,2,1,1,1,1,0,0,,?,?,Naugarduko vaivados sūnus / valdovo dvariškis,Andriejaus Retrunovičiaus mūrnamis,,,,,dvariškis,valdovo,dvaro,"Savičiaus gatvės kampe Andriejaus Retrunovičiaus (Retrunowicz) mūrnamis, Šv. Kozmo ir Damijono cerkvės žemėje, priklauso miesto jurisdikai. Jame du kambariai, trečias tuščias, sandėlis, vienas rūsys, alkoholio darykla, kepykla, pirtis, nedidelė pašiūrė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, o dabar paskirta Naugarduko vaivados sūnui, valdovo dvariškiui Tomui Sapiegai."
645,,,71.01,3,1,,,2,1,,1,5,0,0,0,0,1,4,0,1,0,0,0,0,,Švč. Trejybės unitų špitolė,?,Vilniaus kaštelionas,Petro Lichmano mūrnamis,unitų dvasininkas,,,unitų,kaštelionas,Vilniaus,senatas,"Nedidelis Švč. Trejybės cerkvės unitų špitolės mūrnamis. Nuomoja Petras Lichmanas (Lichman), priklauso miesto jurisdikai. Jame keturi kambariai, penktas tuščias, alkoholio darykla, rūsys, pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Vilniaus kaštelionui [Albertui Vladislovui] Radvilai. Vienuoliai bazilijonai parodė privilegiją, skirtą visiems savo špitolės pastatams."
646,,,71.02,3,1,,1,2,1,,1,2,0,0,0,0,1,6,0,1,0,0,0,0,,?,siuvėjas,Vilniaus kaštelionas,Siuvėjo Pauliaus mūrnamis,siuvėjas,,,,kaštelionas,Vilniaus,senatas,"Mūrnamis priešais [kitoje gatvės pusėje] šią špitolę, kurį nuomoja cerkvės siuvėjas Paulius, priklauso miesto jurisdikai. Jame du kambariai, vienas rūsys, alkoholio darykla, arklidė dviem arkliams, pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Vilniaus kaštelionui [Albertui Vladislovui] Radvilai."
647,,,71.03,3,1,,,1,1,,1,6,0,0,0,0,1,3,0,1,1,1,0,0,,Švč. Trejybės unitų špitolė,žvejys,Vilniaus kaštelionas,Žvejo Tomo namas,žvejys,,,,kaštelionas,Vilniaus,senatas,"Šalia tos pačios špitolės [medinis] namas, kurį nuomoja žvejys Tomas, priklauso miesto jurisdikai. Jame šeši kambariai, sandėlis, rūsys, kepykla, alkoholio darykla, arklidė trims arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Vilniaus kaštelionui [Albertui Vladislovui] Radvilai."
648,,,71.04,3,1,,1,2,1,,1,8,0,0,0,0,2,2,0,1,1,0,0,0,,?,?,tribunolo deputatai,Motiejaus Sokolo mūrnamis,,,,,tribunolo deputatas,,tribunolas,"Priešais [kitoje gatvės pusėje] Motiejaus Sokolo (Sokoł) mūrnamis, nuomoja Jonas Rinkovskis (Rynkowski), priklauso miesto jurisdikai. Jame aštuoni kambariai, du rūsiai, alkoholio darykla, kepykla, pašiūrė dviem arkliams laikyti. Prieš tai buvo apsistojęs deputatas, ir dabar pagal prievolę Tribunolo deputatams paskirta."
649,,,71.05,3,1,,1,2,1,,1,7,0,1,0,0,1,4,1,1,1,1,0,0,raugykla,kardininkas,?,valdovo dvariškis,Kardininko Jono Vetelio mūrnamis,kardininkas,,,,dvariškis,valdovo,dvaro,"Račiaus Lauryno mūrnamis, jį nupirko [kardininkas] Jonas Vetelis (Wetel), priklauso miesto jurisdikai. Jame šeši kambariai, iš jų vienas su kamara, vienas sandėlis, dar vienas nebaigtas kambarys, vienas rūsys, alkoholio darykla, tuščia kepykla, pirtis, taip pat tuščia raugykla, arklidė keturiems arkliams laikyti. Buvo apsistojęs Dobrosiolovskis (Dobrosolowski), dabar pagal prievolę apsigyveno valdovo dvariškis [Jurgis] Platembergas (Platemberk)."
650,,,71.06,3,1,,,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,[erdvus ir prašmatnus],Trakų pakamarys,?,—,Trakų pakamario Valavičiaus mūrnamis,,pakamarys,Trakų,žemietija,—,,,"Priešais Trakų pakamario [Petro] Valavičiaus mūrnamis, priklauso pilies jurisdikai. Namas gana erdvus ir prašmatnus."
651,,,71.07,3,1,1,1,2,1,,1,4,0,0,0,0,1,0,0,1,0,3,0,0,,batsiuvys (našlė),?,Kauno pavieto deputatas,Motiejaus Zavistovskio našlės mūrnamis,batsiuvys,,,,tribunolo deputatas,Kauno pavieto,tribunolas,"Priešais [kitoje gatvės pusėje] Motiejaus Zavistovskio (Zawistowski) našlės mūrnamis, priklauso miesto jurisdikai. Jame keturi kambariai, trys sandėliai, rūsys, alkoholio darykla. Prieš tai niekas nebuvo apsistojęs, o dabar Kauno pavieto deputatas Skorulskis (Skorupski) viską pas šeimininkę užėmė."
652,,,71.08,3,1,1,1,1,1,,1,7,2,0,0,0,1,0,0,1,0,0,0,0,,auksakalys,?,tribunolo deputatai,Auksakalio Motiejaus Jacinkevičiaus namas,auksakalys,,,,tribunolo deputatas,,tribunolas,"Auksakalio Motiejaus Jacinkevičiaus (Jarczynkiewicz, Jacynkiewicz) [medinis] namas, priklauso miesto jurisdikai. Jame septyni kambariai, du iš jų su šildomais kambariais, rūsys, alkoholio darykla. Prieš tai apsistodavo deputatai, ir dabar Tribunolo deputatams paskirta."
653,,,71.09,3,1,1,1,2,1,,1,3,0,1,0,0,2,5,0,1,0,1,0,0,,?,?,LDK kanclerio tarnai (anksčiau: tribunolo deputatas),Vasilijaus Kolankovskio našlės mūrnamis,,,,,kancleris,LDK,ministrai,"Vasilijaus Kolankovskio (Kołąkowski) našlės mūrnamis, priklauso miesto jurisdikai. Jame trys kambariai, prie jų kamara, sandėlis, du rūsiai, alkoholio darykla, arklidė penkiems arkliams laikyti. Prieš tai buvo apsistojęs Tribunolo deputatas, dabar paskirta LDK kanclerio [Alberto Stanislovo Radvilos] tarnams."
654,,,71.10,3,1,1,1,1,1,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,pašiūrė vežimams,?,?,Minsko vaivados tarnai (anksčiau: valdovo račiai),Jono Burdikovskio namas,,,,,vaivados tarnai,Minsko,senatas,"Jono Burdikovskio (Burdykowski) [medinis] namas, nusipirko jį iš Kviatkovskio (Kwiatkowski), priklauso miesto jurisdikai. Jame du kambariai, trečias tuščias, vienas rūsys, pašiūrė vežimams sustatyti. Prieš tai apsistodavo valdovo račiai, dabar pagal prievolę paskirta Minsko vaivados [Aleksandro Sluškos] tarnams."
655,,,71.11,3,1,,1,1,1,,1,2,0,1,0,0,1,0,0,0,0,0,0,0,,?,?,(anksčiau: Minsko vaivados tarnai),Valentino Kviatkovskio namas,,,,,—,,,"Valentino Kviatkovskio (Kwiatkowski) [medinis] namas, priklauso miesto jurisdikai. Jame du kambariai, vienas su kamara, rūsys. Prieš tai buvo apsistoję Minsko vaivados tarnai, dabar niekas neapsigyveno."
656,,,71.12,3,1,,,2,1,,1,7,0,0,0,0,1,5,1,1,1,4,0,0,,pirklys? (našlė),?,LDK sandėlininkas (anksčiau: Karūnos sandėlininkas),Romano Baranovičiaus našlės mūrnamis,pirklys,,,,sandėlininkas,LDK,rūmų,"[Romano] Baranovičiaus našlės (Baranowiczowa) mūrnamis, kurį nuomoja Jonas Konembentas (Konembent), priklauso miesto jurisdikai. Jame septyni kambariai, kepykla, alkoholio darykla, keturi sandėliai, perskirtas rūsys, pirtis, nedidelė arklidė vienam arkliui, pašiūrė keturiems arkliams laikyti. Prieš tai buvo apsistojęs valdovo Karūnos sandėlininkas, o dabar apsigyveno valdovo LDK sandėlininkas."
657,,,71.13,3,1,,1,2,1,,2,7,1,1,0,0,2,0,0,1,0,2,0,0,,batsiuvys,?,LDK kanclerio tarnai,Batsiuvio Petro Kurevičiaus mūrnamis,batsiuvys,,,,kancleris,LDK,ministrai,"Batsiuvio Petro Kurevičiaus (Kurewicz) mūrnamis, priklauso miesto jurisdikai. Atiteko vienuoliams stačiatikiams prie Švč. Trejybės cerkvės. Jo apačioje ir viršuje šeši kambariai, du rūsiai, alkoholio darykla, kamarėlė malkoms sukrauti. Gale du sandėliai, virš jų šeimininkų kambarys su šildomu kambariu. Prieš tai buvo apsistoję Tribunolo kanceliarijos tarnautojai, dabar paskirta LDK kanclerio [Alberto Stanislovo Radvilos] tarnams."
